"","Species","Pres","Date","Date_added","Site","Lat","Long","User","Url","Image","Common_name","Description"
"103","Dascyllus reticulatus",1,2016-05-21,2016-10-25,"Shelly Beach",-33.798821,151.299602,"johnsear","http://www.inaturalist.org/observations/4431876","https://static.inaturalist.org/photos/5332971/medium.jpg?1477387848","Headband Humbug","Headband Humbug (Dascylus reticulatus)"
"104","Dendrochirus brachypterus",1,2014-05-10,2016-10-25,"Shelly Beach",-33.800446,151.29538,"johnsear","http://www.inaturalist.org/observations/4431877","https://static.inaturalist.org/photos/5332973/medium.jpg?1477387858","Dwarf Lionfish","Shortfin Lionfish (Dendrochirus brachypterus)"
"105","Hemitrygon fluviorum",1,2014-05-11,2016-10-25,"Shelly Beach",-33.800629,151.301458,"johnsear","http://www.inaturalist.org/observations/4431878","https://static.inaturalist.org/photos/5332972/medium.jpg?1477387853","Brown Stingray","Estuary Stingray (Dasyatis fluviorum)"
"106","Dicotylichthys punctulatus",1,2012-12-28,2016-10-25,"Shelly Beach",-33.799269,151.293004,"johnsear","http://www.inaturalist.org/observations/4431879","https://static.inaturalist.org/photos/5332975/medium.jpeg?1477387870","Threebar Porcupinefish","Three-barred Porcupinefish (Dicotylichthys punctulatus)"
"107","Dinolestes lewini",1,2012-10-15,2016-10-25,"Shelly Beach",-33.800419,151.295675,"johnsear","http://www.inaturalist.org/observations/4431881","https://static.inaturalist.org/photos/5332976/medium.jpeg?1477387874","Longfin Pike","Yellowfin Pike (Dinolestes lewini)"
"108","Engraulis australis",1,2013-01-20,2016-10-25,"Shelly Beach",-33.800436,151.296155,"johnsear","http://www.inaturalist.org/observations/4431882","https://static.inaturalist.org/photos/5332978/medium.jpg?1477387880","Australian Anchovy","Australain Anchovy (Engraulis australis)"
"109","Echeneis naucrates",1,2013-01-26,2016-10-25,"Shelly Beach",-33.79998,151.295589,"johnsear","http://www.inaturalist.org/observations/4431883","https://static.inaturalist.org/photos/5332977/medium.jpeg?1477387875","Sharksucker","Slender Suckerfish (Echeneis naucrates)"
"110","Enneapterygius atrogulare",1,2012-11-24,2016-10-25,"Shelly Beach",-33.79993,151.293516,"johnsear","http://www.inaturalist.org/observations/4431884","https://static.inaturalist.org/photos/5332979/medium.jpg?1477387886","Ringscale Threefin","Eastern Australian Blackhead (Enneapterygius atrogulare) - female"
"111","Enneapterygius atrogulare",1,2013-01-20,2016-10-25,"Shelly Beach",-33.799922,151.293626,"johnsear","http://www.inaturalist.org/observations/4431885","https://static.inaturalist.org/photos/5332980/medium.jpeg?1477387886","Ringscale Threefin","Eastern Australian Blackhead (Enneapterygius atrogulare) - male"
"112","Enoplosus armatus",1,2015-12-23,2016-10-25,"Shelly Beach",-33.800229,151.294253,"johnsear","http://www.inaturalist.org/observations/4431886","https://static.inaturalist.org/photos/5332981/medium.jpeg?1477387891","Old Wife","Old Wife (Enoplosus armatus)"
"113","Eocallionymus papilio",1,2014-01-11,2016-10-25,"Shelly Beach",-33.800241,151.293824,"johnsear","http://www.inaturalist.org/observations/4431887","https://static.inaturalist.org/photos/5332982/medium.jpg?1477387893","Painted Stinkfish","Painted Stinkfish (Eocallionymus papilo)"
"114","Eocallionymus papilio",1,2014-01-27,2016-10-25,"Shelly Beach",-33.800307,151.293843,"johnsear","http://www.inaturalist.org/observations/4431888","https://static.inaturalist.org/photos/5332983/medium.jpg?1477387898","Painted Stinkfish","Painted Stinkfish (Eocallionymus papilio)"
"115","Epinephelus daemelii",1,2013-03-31,2016-10-25,"Shelly Beach",-33.798587,151.296313,"johnsear","http://www.inaturalist.org/observations/4431889","https://static.inaturalist.org/photos/5332984/medium.jpg?1477387905","Black Rockcod","Black Cod (Epinephelus daemelii)"
"116","Eubalichthys bucephalus",1,2013-01-19,2016-10-25,"Shelly Beach",-33.79949,151.300514,"johnsear","http://www.inaturalist.org/observations/4431890","https://static.inaturalist.org/photos/5332986/medium.jpeg?1477387917","Black Reef Leatherjacket","Black Reef Leatherjacket (Eubalichthys bucephalus)"
"117","Eubalichthys mosaicus",1,2013-01-19,2016-10-25,"Shelly Beach",-33.799472,151.300492,"johnsear","http://www.inaturalist.org/observations/4431891","https://static.inaturalist.org/photos/5332987/medium.jpeg?1477387917","Mosaic Leatherjacket","Mosaic Leatherjacket (Eubalichthys mosaicus)"
"118","Eupetrichthys angustipes",1,2015-12-23,2016-10-25,"Shelly Beach",-33.798758,151.295922,"johnsear","http://www.inaturalist.org/observations/4431892","https://static.inaturalist.org/photos/5332988/medium.jpg?1477387922","Snakeskin Wrasse","Snakeskin Wrasse (Eupetrichthys angustipes)"
"119","Fistularia commersonii",1,2014-01-24,2016-10-25,"Shelly Beach",-33.800442,151.295723,"johnsear","http://www.inaturalist.org/observations/4431893","https://static.inaturalist.org/photos/5332990/medium.jpeg?1477387933","Smooth Flutemouth","Rough Flutemouth (Fistularia petimba)"
"120","Girella elevata",1,2014-04-25,2016-10-25,"Shelly Beach",-33.799454,151.2928,"johnsear","http://www.inaturalist.org/observations/4431896","https://static.inaturalist.org/photos/5332993/medium.jpeg?1477387948","Rock Blackfish","Eastern Rock Blackfish (Girella elevata)"
"121","Gerres subfasciatus",1,2013-04-04,2016-10-25,"Shelly Beach",-33.800016,151.295106,"johnsear","http://www.inaturalist.org/observations/4431897","https://static.inaturalist.org/photos/5332992/medium.jpeg?1477387941","Common Silverbiddy","Silverbiddy (Gerres subfasciatus)"
"122","Gnatholepis cauerensis",1,2014-03-23,2016-10-25,"Shelly Beach",-33.800223,151.295021,"johnsear","http://www.inaturalist.org/observations/4431898","https://static.inaturalist.org/photos/5332995/medium.jpg?1477387959","Shoulderspot Goby","Shoulderspot Goby (Gnatholepis cauerensis)"
"123","Girella tricuspidata",1,2013-04-19,2016-10-25,"Shelly Beach",-33.798899,151.29612,"johnsear","http://www.inaturalist.org/observations/4431899","https://static.inaturalist.org/photos/5332994/medium.jpeg?1477387953","Luderick","Luderick (Girella tricuspidata)"
"124","Gomphosus varius",1,2014-05-12,2016-10-25,"Shelly Beach",-33.800399,151.294076,"johnsear","http://www.inaturalist.org/observations/4431900","https://static.inaturalist.org/photos/5332996/medium.jpeg?1477387959","Birdnose Wrasse","Bird Nose Wrasse (Gomphosus varius) - juvenile"
"125","Gymnothorax eurostus",1,2016-02-23,2016-10-25,"Shelly Beach",-33.800415,151.294125,"johnsear","http://www.inaturalist.org/observations/4431902","https://static.inaturalist.org/photos/5332998/medium.jpg?1477387970","Stout Moray","Stout Moray (Gymnothorax eurostus)"
"126","Gymnothorax cribroris",1,2016-02-12,2016-10-25,"Shelly Beach",-33.800425,151.294133,"johnsear","http://www.inaturalist.org/observations/4431903","https://static.inaturalist.org/photos/5332997/medium.jpg?1477387966","Sieve-patterned Moray","Sieve-patterned Moray (Gymnothorax cribroris)"
"127","Gymnothorax prasinus",1,2013-04-19,2016-10-25,"Shelly Beach",-33.80017,151.294886,"johnsear","http://www.inaturalist.org/observations/4431905","https://static.inaturalist.org/photos/5332999/medium.jpeg?1477387974","Green Moray","Green Moray (Gymnothorax prasinus)"
"128","Halichoeres hartzfeldii",1,2013-06-09,2016-10-25,"Shelly Beach",-33.799504,151.300879,"johnsear","http://www.inaturalist.org/observations/4431906","https://static.inaturalist.org/photos/5333001/medium.jpeg?1477387980","Orangeline Wrasse","Goldstripe Wrasse (Halichoeres hartzfeldii)"
"129","Halichoeres hortulanus",1,2014-04-21,2016-10-25,"Shelly Beach",-33.800417,151.295772,"johnsear","http://www.inaturalist.org/observations/4431907","https://static.inaturalist.org/photos/5333002/medium.jpg?1477387985","Checkerboard Wrasse","Checkerboard Wrasse (Halichoeres hortulanus) - juvenile "
"130","Halichoeres nebulosus",1,2013-04-30,2016-10-25,"Shelly Beach",-33.800357,151.2956,"johnsear","http://www.inaturalist.org/observations/4431908","https://static.inaturalist.org/photos/5333003/medium.jpeg?1477387989","Cloud Wrasse","Nebulous Wrasse (Halichoeres nebulosus)"
"131","Hemigymnus melapterus",1,2013-05-21,2016-10-25,"Shelly Beach",-33.800494,151.295619,"johnsear","http://www.inaturalist.org/observations/4431911","https://static.inaturalist.org/photos/5333006/medium.jpeg?1477388001","Blackeye Thicklip","Blackeye Thicklip (Hemigymnus melapterus) - juvenile"
"132","Halichoeres marginatus",1,2013-06-01,2016-10-25,"Shelly Beach",-33.80047,151.294079,"johnsear","http://www.inaturalist.org/observations/4431912","https://static.inaturalist.org/photos/5333004/medium.jpeg?1477387991","Dusky Wrasse","Dusky Wrasse (Halichoeres marginatus) - juvenile"
"133","Halichoeres nebulosus",1,2013-04-01,2016-10-25,"Shelly Beach",-33.800225,151.294393,"johnsear","http://www.inaturalist.org/observations/4431913","https://static.inaturalist.org/photos/5333005/medium.jpeg?1477387996","Cloud Wrasse","Nebulous Wrasse (Halichoeres nebulosus)"
"134","Heniochus diphreutes",1,2015-12-27,2016-10-25,"Shelly Beach",-33.799659,151.296147,"johnsear","http://www.inaturalist.org/observations/4431914","https://static.inaturalist.org/photos/5333008/medium.jpg?1477388010","Schooling Bannerfish","Schooling Bannerfish (Heniochus diphreutes)"
"135","Heniochus chrysostomus",1,2016-05-08,2016-10-25,"Shelly Beach",-33.799631,151.296671,"johnsear","http://www.inaturalist.org/observations/4431915","https://static.inaturalist.org/photos/5333007/medium.jpg?1477388007","Pennant Bannerfish","Pennant Bannerfish (Heniochus chrysostomus)"
"136","Heraldia nocturna",1,2016-05-15,2016-10-25,"Shelly Beach",-33.799163,151.29957,"johnsear","http://www.inaturalist.org/observations/4431916","https://static.inaturalist.org/photos/5333009/medium.jpg?1477388012","Upside-down Pipefish","Upside-down pipefish (Heraldia nocturna)"
"137","Heteroclinus roseus",1,2016-02-26,2016-10-25,"Shelly Beach",-33.800372,151.295254,"johnsear","http://www.inaturalist.org/observations/4431917","https://static.inaturalist.org/photos/5333011/medium.jpg?1477388022","Rosy Weedfish","Rosy Weedfish (Heteroclinus roseus)"
"138","Heteroclinus whiteleggii",1,2013-04-25,2016-10-25,"Shelly Beach",-33.800586,151.294844,"johnsear","http://www.inaturalist.org/observations/4431918","https://static.inaturalist.org/photos/5333010/medium.jpeg?1477388017","Banded Weedfish","Banded weedfish (Heterclinus whiteleggi)"
"139","Heterodontus galeatus",1,2016-07-17,2016-10-25,"Shelly Beach",-33.797911,151.298293,"johnsear","http://www.inaturalist.org/observations/4431919","https://static.inaturalist.org/photos/5333012/medium.jpg?1477388028","Crested Hornshark","Crested Horn Shark (Heterodontus galeatus) - male"
"140","Heterodontus portusjacksoni",1,2013-08-11,2016-10-25,"Shelly Beach",-33.79935,151.296024,"johnsear","http://www.inaturalist.org/observations/4431920","https://static.inaturalist.org/photos/5333014/medium.jpeg?1477388043","Port Jackson Shark","Port Jackson Shark (Heterodontus portusjacksoni)"
"141","Heterodontus portusjacksoni",1,2016-07-17,2016-10-25,"Shelly Beach",-33.797867,151.296759,"johnsear","http://www.inaturalist.org/observations/4431921","https://static.inaturalist.org/photos/5333013/medium.jpg?1477388035","Port Jackson Shark","Port Jackson Shark (Heterodontus portusjacksoni) -male"
"142","Heteroscarus acroptilus",1,2013-06-04,2016-10-25,"Shelly Beach",-33.800283,151.295332,"johnsear","http://www.inaturalist.org/observations/4431922","https://static.inaturalist.org/photos/5333015/medium.jpeg?1477388049","Rainbow Cale","Rainbow Cale (Heteroscarus acroptilus) - female"
"143","Heteroscarus acroptilus",1,2013-04-01,2016-10-25,"Shelly Beach",-33.800385,151.295388,"johnsear","http://www.inaturalist.org/observations/4431924","https://static.inaturalist.org/photos/5333016/medium.jpeg?1477388054","Rainbow Cale","Rainbow Cale (Odax acroptilus) - male"
"144","Hyperlophus vittatus",1,2013-02-17,2016-10-25,"Shelly Beach",-33.800443,151.293781,"johnsear","http://www.inaturalist.org/observations/4431925","https://static.inaturalist.org/photos/5333019/medium.jpeg?1477388067","Sandy Sprat","Sandy Sprat (Hyperlophus vittatus)"
"145","Hypnos monopterygius",1,2014-01-25,2016-10-25,"Shelly Beach",-33.80024,151.293677,"johnsear","http://www.inaturalist.org/observations/4431927","https://static.inaturalist.org/photos/5333020/medium.jpg?1477388072","Coffin Ray","Numbray (Hypnos monopterygium)"
"146","Hypoplectrodes nigroruber",1,2013-05-21,2016-10-25,"Shelly Beach",-33.799605,151.300203,"johnsear","http://www.inaturalist.org/observations/4431928","https://static.inaturalist.org/photos/5333022/medium.jpg?1477388083","Banded Seaperch","Banded Seaperch (Hypoplectrodes nigroruber)"
"147","Hypoplectrodes maccullochi",1,2013-04-01,2016-10-25,"Shelly Beach",-33.800317,151.295696,"johnsear","http://www.inaturalist.org/observations/4431929","https://static.inaturalist.org/photos/5333021/medium.jpeg?1477388076","Halfbanded Seaperch","Halfbanded Seaperch (Hypoplectrodes maccullochi)"
"148","Hyporhamphus australis",1,2014-01-27,2016-10-25,"Shelly Beach",-33.799627,151.29369,"johnsear","http://www.inaturalist.org/observations/4431930","https://static.inaturalist.org/photos/5333023/medium.jpeg?1477388083","Eastern Sea Garfish","Eastern Sea Garfish (Hyporhamphus australis)"
"149","Idiotropiscis lumnitzeri",1,2005-06-12,2016-10-25,"Shelly Beach",-33.799362,151.299505,"johnsear","http://www.inaturalist.org/observations/4431931","https://static.inaturalist.org/photos/5333024/medium.jpg?1477388089","Sydney's Pygmy Pipehorse","Sydney Pygmy Pipehorse (Idiotropiscis lumnitzeri)"
"150","Istigobius hoesei",1,2013-04-04,2016-10-25,"Shelly Beach",-33.800149,151.295654,"johnsear","http://www.inaturalist.org/observations/4431932","https://static.inaturalist.org/photos/5333025/medium.jpg?1477388093","Hoese's Sandgoby","Hoese's Sandgoby (Istigobius hoesei)"
"151","Kyphosus vaigiensis",1,2014-06-01,2016-10-25,"Shelly Beach",-33.800633,151.294441,"johnsear","http://www.inaturalist.org/observations/4431933","https://static.inaturalist.org/photos/5333027/medium.jpeg?1477388099","Brassy Drummer","Brassy Drummer (Kyphosus vaigiensis)"
"152","Kyphosus sydneyanus",1,2013-04-02,2016-10-25,"Shelly Beach",-33.798682,151.292003,"johnsear","http://www.inaturalist.org/observations/4431934","https://static.inaturalist.org/photos/5333026/medium.jpg?1477388099","Silver Drummer","Silver Drummer (Kyphosus sydneyanus)"
"153","Leptoscarus vaigiensis",1,2016-04-03,2016-10-25,"Shelly Beach",-33.800287,151.295002,"johnsear","http://www.inaturalist.org/observations/4431935","https://static.inaturalist.org/photos/5333029/medium.jpg?1477388110","Marbled Parrotfish","Seagrass Parrotfish (Leptoscarus vaigiensis)"
"154","Labroides dimidiatus",1,2014-03-15,2016-10-25,"Shelly Beach",-33.800252,151.295773,"johnsear","http://www.inaturalist.org/observations/4431936","https://static.inaturalist.org/photos/5333028/medium.jpeg?1477388104","Bluestreak Cleaner Wrasse","Bluestreak Cleaner Wrasse (Labroides dimidiatus)"
"155","Lethrinus laticaudis",1,2013-04-06,2016-10-25,"Shelly Beach",-33.800319,151.295546,"johnsear","http://www.inaturalist.org/observations/4431937","https://static.inaturalist.org/photos/5333030/medium.jpeg?1477388115","grass emperor","Grass Emperor (Lethrinus laticaudis)"
"156","Lethrinus nebulosus",1,2013-04-01,2016-10-25,"Shelly Beach",-33.800105,151.294656,"johnsear","http://www.inaturalist.org/observations/4431938","https://static.inaturalist.org/photos/5333031/medium.jpeg?1477388121","Spangled Emperor","Spangled Emperor (Lethrinus nebulosus)"
"157","Limnichthys fasciatus",1,2013-04-01,2016-10-25,"Shelly Beach",-33.800312,151.296099,"johnsear","http://www.inaturalist.org/observations/4431939","https://static.inaturalist.org/photos/5333032/medium.jpg?1477388126","Tommyfish","Tommyfish (Limnichthys fasciatus)"
"158","Lissocampus runa",1,2016-02-14,2016-10-25,"Shelly Beach",-33.800479,151.29696,"johnsear","http://www.inaturalist.org/observations/4431940","https://static.inaturalist.org/photos/5333033/medium.jpg?1477388132","Javelin Pipefish","Javelin Pipefish (Lissocampus runa)"
"159","Lotella rhacina",1,2016-05-15,2016-10-25,"Shelly Beach",-33.798789,151.299548,"johnsear","http://www.inaturalist.org/observations/4431941","https://static.inaturalist.org/photos/5333034/medium.jpg?1477388137","Largetooth Beardie","Beardie (Lotella rhacinus)"
"160","Lutjanus argentimaculatus",1,2016-02-01,2016-10-25,"Shelly Beach",-33.799653,151.293207,"johnsear","http://www.inaturalist.org/observations/4431942","https://static.inaturalist.org/photos/5333036/medium.jpg?1477388143","Mangrove Jack","Mangrove Jack (Lutjanus argentimaculatus)"
