"Species","Pres","Year","Site","Dataset"
"Thalassoma lutescens",1,"2019","Shelly Beach","iNat"
"Cirrhitichthys aprinus",1,"2019","Shelly Beach","iNat"
"Heteroclinus roseus",1,"2019","Shelly Beach","iNat"
"Zebrasoma scopas",1,"2019","Shelly Beach","iNat"
"Dascyllus trimaculatus",1,"2019","Shelly Beach","iNat"
"Coris sandeyeri",1,"2019","Shelly Beach","iNat"
"Seriola hippos",1,"2019","Shelly Beach","iNat"
"Zanclus cornutus",1,"2019","Shelly Beach","iNat"
"Chaetodon citrinellus",1,"2019","Shelly Beach","iNat"
"Hyporhamphus australis",1,"2019","Shelly Beach","iNat"
"Platycephalus grandispinis",1,"2019","Shelly Beach","iNat"
"Sufflamen chrysopterum",1,"2019","Shelly Beach","iNat"
"Coris dorsomacula",1,"2019","Shelly Beach","iNat"
"Chaetodon flavirostris",1,"2019","Shelly Beach","iNat"
"Parablennius intermedius",1,"2019","Shelly Beach","iNat"
"Ctenochaetus binotatus",1,"2019","Shelly Beach","iNat"
"Abudefduf sexfasciatus",1,"2019","Shelly Beach","iNat"
"Orectolobus halei",1,"2019","Shelly Beach","iNat"
"Achoerodus viridis",1,"2019","Oak Park","iNat"
"Rhinecanthus rectangulus",1,"2019","Shelly Beach","iNat"
"Engraulis australis",1,"2019","Shelly Beach","iNat"
"Parupeneus multifasciatus",1,"2019","Shelly Beach","iNat"
"Chaetodon auriga",1,"2019","Shelly Beach","iNat"
"Epinephelus daemelii",1,"2019","Shelly Beach","iNat"
"Abudefduf sordidus",1,"2019","Shelly Beach","iNat"
"Aploactisoma milesii",1,"2019","Bare Island","iNat"
"Scorpaena jacksoniensis",1,"2019","Bare Island","iNat"
"Dicotylichthys punctulatus",1,"2019","Bare Island","iNat"
"Dinolestes lewini",1,"2019","Bare Island","iNat"
"Platycephalus fuscus",1,"2019","Bare Island","iNat"
"Foetorepus calauropomus",1,"2019","Kurnell","iNat"
"Seriola dumerili",1,"2019","Oak Park","iNat"
"Plagiotremus tapeinosoma",1,"2019","Oak Park","iNat"
"Acanthistius ocellatus",1,"2019","Oak Park","iNat"
"Canthigaster callisterna",1,"2019","Oak Park","iNat"
"Macropharyngodon negrosensis",1,"2019","Bare Island","iNat"
"Parma microlepis",1,"2019","Oak Park","iNat"
"Myliobatis tenuicaudatus",1,"2019","Oak Park","iNat"
"Schuettea scalaripinnis",1,"2019","Oak Park","iNat"
"Epinephelus undulatostriatus",1,"2019","Kurnell","iNat"
"Paracaesio xanthura",1,"2019","Kurnell","iNat"
"Anoplocapros inermis",1,"2019","Kurnell","iNat"
"Chaetodon auriga",1,"2019","Bare Island","iNat"
"Plagiotremus tapeinosoma",1,"2019","Bare Island","iNat"
"Pervagor alternans",1,"2019","Shelly Beach","iNat"
"Phyllopteryx taeniolatus",1,"2019","Shelly Beach","iNat"
"Centropyge bicolor",1,"2019","Shelly Beach","iNat"
"Heniochus diphreutes",1,"2019","Shelly Beach","iNat"
"Arothron hispidus",1,"2019","Shelly Beach","iNat"
"Sufflamen fraenatum",1,"2019","Kurnell","iNat"
"Plectorhinchus flavomaculatus",1,"2019","Oak Park","iNat"
"Trygonorrhina fasciata",1,"2019","Oak Park","iNat"
"Pseudorhombus jenynsii",1,"2019","Camp Cove","iNat"
"Parma microlepis",1,"2018","Kurnell","iNat"
"Chrysophrys auratus",1,"2019","Camp Cove","iNat"
"Monacanthus chinensis",1,"2019","Clifton Gardens","iNat"
"Heteroscarus acroptilus",1,"2018","Kurnell","iNat"
"Cnidoglanis macrocephalus",1,"2018","Shiprock","iNat"
"Gerres subfasciatus",1,"2019","Clifton Gardens","iNat"
"Carangoides ferdau",1,"2019","Oak Park","iNat"
"Chaetodon citrinellus",1,"2019","Oak Park","iNat"
"Heteroscarus acroptilus",1,"2019","Oak Park","iNat"
"Prionurus microlepidotus",1,"2019","Oak Park","iNat"
"Pictilabrus laticlavius",1,"2019","Oak Park","iNat"
"Sufflamen chrysopterum",1,"2019","Shiprock","iNat"
"Cirrhitichthys aprinus",1,"2019","Shiprock","iNat"
"Ostracion meleagris",1,"2019","Shelly Beach","iNat"
"Pempheris affinis",1,"2019","Shelly Beach","iNat"
"Parupeneus spilurus",1,"2019","Camp Cove","iNat"
"Trachinops taeniatus",1,"2019","Shelly Beach","iNat"
"Trygonoptera testacea",1,"2018","Shiprock","iNat"
"Notolabrus gymnogenis",1,"2019","Camp Cove","iNat"
"Pempheris compressa",1,"2019","Clifton Gardens","iNat"
"Chrysophrys auratus",1,"2019","Bare Island","iNat"
"Parma oligolepis",1,"2019","Oak Park","iNat"
"Gymnothorax prasinus",1,"2019","Clifton Gardens","iNat"
"Pterois volitans",1,"2019","Clifton Gardens","iNat"
"Petroscirtes lupus",1,"2019","Clifton Gardens","iNat"
"Siphamia roseigaster",1,"2019","Clifton Gardens","iNat"
"Arothron hispidus",1,"2019","Clifton Gardens","iNat"
"Mecaenichthys immaculatus",1,"2019","Clifton Gardens","iNat"
"Gerres subfasciatus",1,"2019","Bare Island","iNat"
"Brachaluteres jacksonianus",1,"2019","Camp Cove","iNat"
"Aploactisoma milesii",1,"2019","Gordons Bay","iNat"
"Istigobius hoesei",1,"2019","Bare Island","iNat"
"Cheilodactylus fuscus",1,"2019","Clifton Gardens","iNat"
"Pempheris compressa",1,"2019","Gordons Bay","iNat"
"Ostorhinchus limenus",1,"2019","Clifton Gardens","iNat"
"Mecaenichthys immaculatus",1,"2019","Shelly Beach","iNat"
"Dendrochirus brachypterus",1,"2019","Clifton Gardens","iNat"
"Festucalex cinctus",1,"2019","Clifton Gardens","iNat"
"Cnidoglanis macrocephalus",1,"2019","Camp Cove","iNat"
"Mecaenichthys immaculatus",1,"2019","Bare Island","iNat"
"Enoplosus armatus",1,"2019","Bare Island","iNat"
"Eupetrichthys angustipes",1,"2019","Bare Island","iNat"
"Trachinops taeniatus",1,"2019","Shiprock","iNat"
"Hypnos monopterygius",1,"2019","Shiprock","iNat"
"Parma unifasciata",1,"2019","Shelly Beach","iNat"
"Cnidoglanis macrocephalus",1,"2019","Shiprock","iNat"
"Parma microlepis",1,"2019","Shiprock","iNat"
"Acanthurus olivaceus",1,"2019","Shiprock","iNat"
"Aspidontus taeniatus",1,"2019","Shiprock","iNat"
"Cheilodactylus vestitus",1,"2019","Shiprock","iNat"
"Monacanthus chinensis",1,"2019","Camp Cove","iNat"
"Cirrhitichthys aprinus",1,"2018","Shiprock","iNat"
"Pictilabrus laticlavius",1,"2018","Kurnell","iNat"
"Microcanthus strigatus",1,"2019","Clifton Gardens","iNat"
"Paraluteres prionurus",1,"2019","Shiprock","iNat"
"Chromis hypsilepis",1,"2019","Shiprock","iNat"
"Scorpis lineolata",1,"2019","Shiprock","iNat"
"Atypichthys strigatus",1,"2019","Bare Island","iNat"
"Plagiotremus tapeinosoma",1,"2018","Kurnell","iNat"
"Notolabrus gymnogenis",1,"2019","Bare Island","iNat"
"Pempheris multiradiata",1,"2019","Clifton Gardens","iNat"
"Paraplesiops bleekeri",1,"2019","Kurnell","iNat"
"Ostorhinchus limenus",1,"2019","Camp Cove","iNat"
"Ophthalmolepis lineolata",1,"2019","Bare Island","iNat"
"Plotosus lineatus",1,"2019","Clifton Gardens","iNat"
"Lutjanus kasmira",1,"2019","Shelly Beach","iNat"
"Prionurus maculatus",1,"2019","Shelly Beach","iNat"
"Parma polylepis",1,"2019","Shelly Beach","iNat"
"Trachyrhamphus bicoarctatus",1,"2019","Shelly Beach","iNat"
"Orectolobus halei",1,"2019","Gordons Bay","iNat"
"Mecaenichthys immaculatus",1,"2019","Shiprock","iNat"
"Upeneichthys lineatus",1,"2018","Kurnell","iNat"
"Pempheris multiradiata",1,"2019","Bare Island","iNat"
"Parupeneus spilurus",1,"2019","Clifton Gardens","iNat"
"Pictilabrus laticlavius",1,"2019","Shelly Beach","iNat"
"Enneapterygius atrogulare",1,"2019","Shiprock","iNat"
"Chrysophrys auratus",1,"2019","Shiprock","iNat"
"Chaetodon auriga",1,"2019","Shiprock","iNat"
"Dinolestes lewini",1,"2019","Shiprock","iNat"
"Trachinops taeniatus",1,"2019","Kurnell","iNat"
"Acanthurus lineatus",1,"2019","Shelly Beach","iNat"
"Acanthurus nigrofuscus",1,"2019","Shelly Beach","iNat"
"Acanthurus triostegus",1,"2019","Shelly Beach","iNat"
"Pempheris affinis",1,"2019","Oak Park","iNat"
"Coris picta",1,"2019","Shiprock","iNat"
"Scorpis lineolata",1,"2019","Oak Park","iNat"
"Gymnothorax prasinus",1,"2018","Kurnell","iNat"
"Meuschenia freycineti",1,"2018","Kurnell","iNat"
"Trygonoptera testacea",1,"2019","Clifton Gardens","iNat"
"Eubalichthys mosaicus",1,"2018","Kurnell","iNat"
"Trachinops taeniatus",1,"2018","Kurnell","iNat"
"Heterodontus portusjacksoni",1,"2018","Kurnell","iNat"
"Cheilodactylus vestitus",1,"2019","Oak Park","iNat"
"Arothron hispidus",1,"2019","Oak Park","iNat"
"Sufflamen chrysopterum",1,"2019","Oak Park","iNat"
"Ostorhinchus limenus",1,"2019","Oak Park","iNat"
"Mugil cephalus",1,"2019","Shelly Beach","iNat"
"Pseudocaranx georgianus",1,"2019","Shelly Beach","iNat"
"Fistularia commersonii",1,"2019","Shelly Beach","iNat"
"Rhinecanthus aculeatus",1,"2019","Shelly Beach","iNat"
"Abudefduf bengalensis",1,"2019","Shelly Beach","iNat"
"Pempheris compressa",1,"2019","Shelly Beach","iNat"
"Plectroglyphidodon leucozonus",1,"2019","Shelly Beach","iNat"
"Anampses caeruleopunctatus",1,"2019","Shelly Beach","iNat"
"Mulloidichthys flavolineatus",1,"2019","Shelly Beach","iNat"
"Sillago ciliata",1,"2019","Shelly Beach","iNat"
"Anampses caeruleopunctatus",1,"2019","Oak Park","iNat"
"Ostorhinchus limenus",1,"2019","Bare Island","iNat"
"Istigobius hoesei",1,"2019","Clifton Gardens","iNat"
"Seriola lalandi",1,"2019","Shiprock","iNat"
"Pseudocaranx georgianus",1,"2019","Shiprock","iNat"
"Petroscirtes lupus",1,"2019","Shiprock","iNat"
"Anoplocapros inermis",1,"2019","Shiprock","iNat"
"Latropiscis purpurissatus",1,"2019","Bare Island","iNat"
"Histiogamphelus briggsii",1,"2018","Camp Cove","iNat"
"Festucalex cinctus",1,"2018","Camp Cove","iNat"
"Heraldia nocturna",1,"2018","Gordons Bay","iNat"
"Eubalichthys bucephalus",1,"2018","Gordons Bay","iNat"
"Nelusetta ayraud",1,"2018","Camp Cove","iNat"
"Scobinichthys granulatus",1,"2017","Camp Cove","iNat"
"Meuschenia freycineti",1,"2019","Gordons Bay","iNat"
"Diodon holocanthus",1,"2018","Camp Cove","iNat"
"Torquigener squamicauda",1,"2018","Camp Cove","iNat"
"Paraluteres prionurus",1,"2018","Gordons Bay","iNat"
"Lactoria cornuta",1,"2018","Camp Cove","iNat"
"Tetrosomus reipublicae",1,"2019","Camp Cove","iNat"
"Cleidopus gloriamaris",1,"2017","Clifton Gardens","iNat"
"Trachichthys australis",1,"2018","Gordons Bay","iNat"
"Platycephalus fuscus",1,"2017","Clifton Gardens","iNat"
"Thysanophrys cirronasa",1,"2017","Camp Cove","iNat"
"Chelidonichthys kumu",1,"2018","Clifton Gardens","iNat"
"Dendrochirus brachypterus",1,"2019","Bare Island","iNat"
"Pterois volitans",1,"2019","Gordons Bay","iNat"
"Scorpaena jacksoniensis",1,"2018","Gordons Bay","iNat"
"Dendrochirus zebra",1,"2018","Bare Island","iNat"
"Aploactisoma milesii",1,"2018","Camp Cove","iNat"
"Lutjanus fulviflamma",1,"2019","Shelly Beach","iNat"
"Rhabdosargus sarba",1,"2019","Shelly Beach","iNat"
"Carangoides orthogrammus",1,"2019","Shelly Beach","iNat"
"Plotosus lineatus",1,"2019","Shiprock","iNat"
"Brachaluteres jacksonianus",1,"2019","Shiprock","iNat"
"Canthigaster callisterna",1,"2019","Shiprock","iNat"
"Stethojulis interrupta",1,"2019","Shelly Beach","iNat"
"Eubalichthys bucephalus",1,"2018","Kurnell","iNat"
"Trachinops taeniatus",1,"2019","Clifton Gardens","iNat"
"Hypoplectrodes maccullochi",1,"2019","Shiprock","iNat"
"Rhabdosargus sarba",1,"2019","Shiprock","iNat"
"Naso unicornis",1,"2019","Shiprock","iNat"
"Canthigaster valentini",1,"2019","Shelly Beach","iNat"
"Hypoplectrodes nigroruber",1,"2019","Shelly Beach","iNat"
"Ostracion cubicus",1,"2019","Shelly Beach","iNat"
"Acanthurus mata",1,"2019","Shelly Beach","iNat"
"Cheilodactylus vestitus",1,"2019","Clifton Gardens","iNat"
"Pentapodus paradiseus",1,"2019","Shelly Beach","iNat"
"Heteroscarus acroptilus",1,"2019","Bare Island","iNat"
"Aspidontus taeniatus",1,"2017","Gordons Bay","iNat"
"Pempheris affinis",1,"2018","Gordons Bay","iNat"
"Pempheris multiradiata",1,"2018","Camp Cove","iNat"
"Chaetodon kleinii",1,"2018","Camp Cove","iNat"
"Heniochus diphreutes",1,"2019","Bare Island","iNat"
"Chelmonops truncatus",1,"2018","Bare Island","iNat"
"Enneapterygius atrogulare",1,"2019","Shelly Beach","iNat"
"Abudefduf whitleyi",1,"2019","Shelly Beach","iNat"
"Upeneus australiae",1,"2019","Shelly Beach","iNat"
"Ptereleotris heteroptera",1,"2019","Shelly Beach","iNat"
"Platycephalus caeruleopunctatus",1,"2019","Shelly Beach","iNat"
"Upeneus tragula",1,"2019","Shelly Beach","iNat"
"Parupeneus pleurostigma",1,"2019","Shelly Beach","iNat"
"Olisthops cyanomelas",1,"2018","Gordons Bay","iNat"
"Thalassoma lunare",1,"2019","Shelly Beach","iNat"
"Labroides dimidiatus",1,"2019","Shelly Beach","iNat"
"Heniochus acuminatus",1,"2019","Clifton Gardens","iNat"
"Vincentia novaehollandiae",1,"2018","Camp Cove","iNat"
"Paracaesio xanthura",1,"2018","Gordons Bay","iNat"
"Upeneichthys lineatus",1,"2017","Gordons Bay","iNat"
"Valenciennea immaculata",1,"2019","Clifton Gardens","iNat"
"Cirrhitichthys aprinus",1,"2018","Gordons Bay","iNat"
"Seriola dumerili",1,"2017","Gordons Bay","iNat"
"Seriola lalandi",1,"2018","Gordons Bay","iNat"
"Trachurus novaezelandiae",1,"2018","Gordons Bay","iNat"
"Dinolestes lewini",1,"2018","Gordons Bay","iNat"
"Paraplesiops bleekeri",1,"2019","Gordons Bay","iNat"
"Microcanthus strigatus",1,"2017","Gordons Bay","iNat"
"Nemadactylus douglasii",1,"2018","Gordons Bay","iNat"
"Scarus ghobban",1,"2018","Camp Cove","iNat"
"Hypoplectrodes nigroruber",1,"2017","Gordons Bay","iNat"
"Hypoplectrodes annulatus",1,"2019","Gordons Bay","iNat"
"Acanthistius ocellatus",1,"2018","Gordons Bay","iNat"
"Aplodactylus lophodon",1,"2019","Bare Island","iNat"
"Centropogon australis",1,"2019","Shelly Beach","iNat"
"Trygonoptera testacea",1,"2019","Kurnell","iNat"
"Atherinomorus vaigiensis",1,"2019","Kurnell","iNat"
"Meuschenia trachylepis",1,"2019","Bare Island","iNat"
"Dinolestes lewini",1,"2019","Shelly Beach","iNat"
"Eupetrichthys angustipes",1,"2019","Oak Park","iNat"
"Cirrhitichthys aprinus",1,"2019","Kurnell","iNat"
"Ostracion cubicus",1,"2019","Kurnell","iNat"
"Dicotylichthys punctulatus",1,"2019","Kurnell","iNat"
"Sufflamen chrysopterum",1,"2019","Kurnell","iNat"
"Scobinichthys granulatus",1,"2019","Camp Cove","iNat"
"Atypichthys strigatus",1,"2019","Shiprock","iNat"
"Nemadactylus douglasii",1,"2018","Bare Island","iNat"
"Meuschenia trachylepis",1,"2019","Shelly Beach","iNat"
"Parupeneus spilurus",1,"2019","Bare Island","iNat"
"Austrolabrus maculatus",1,"2019","Clifton Gardens","iNat"
"Halichoeres margaritaceus",1,"2019","Shelly Beach","iNat"
"Carcharhinus obscurus",1,"2019","Oak Park","iNat"
"Meuschenia freycineti",1,"2019","Oak Park","iNat"
"Scorpaenodes evides",1,"2019","Shelly Beach","iNat"
"Halichoeres nebulosus",1,"2019","Shelly Beach","iNat"
"Meuschenia flavolineata",1,"2019","Oak Park","iNat"
"Bathygobius cocosensis",1,"2019","Shelly Beach","iNat"
"Arothron hispidus",1,"2019","Gordons Bay","iNat"
"Scorpis lineolata",1,"2017","Gordons Bay","iNat"
"Coris picta",1,"2018","Gordons Bay","iNat"
"Achoerodus viridis",1,"2019","Gordons Bay","iNat"
"Coris dorsomacula",1,"2017","Gordons Bay","iNat"
"Pictilabrus laticlavius",1,"2017","Gordons Bay","iNat"
"Eupetrichthys angustipes",1,"2017","Gordons Bay","iNat"
"Urolophus kapalensis",1,"2018","Bare Island","iNat"
"Bathytoshia brevicaudata",1,"2018","Gordons Bay","iNat"
"Urolophus kapalensis",1,"2018","Camp Cove","iNat"
"Hemitrygon fluviorum",1,"2018","Bare Island","iNat"
"Trygonorrhina fasciata",1,"2019","Gordons Bay","iNat"
"Hypnos monopterygius",1,"2018","Camp Cove","iNat"
"Brachaelurus waddi",1,"2018","Gordons Bay","iNat"
"Heterodontus galeatus",1,"2018","Bare Island","iNat"
"Pseudolabrus guentheri",1,"2019","Shelly Beach","iNat"
"Chaetodon kleinii",1,"2019","Shelly Beach","iNat"
"Acanthaluteres vittiger",1,"2019","Shelly Beach","iNat"
"Istigobius hoesei",1,"2019","Shelly Beach","iNat"
"Scobinichthys granulatus",1,"2018","Bare Island","iNat"
"Pseudolabrus guentheri",1,"2019","Clifton Gardens","iNat"
"Scorpaena papillosa",1,"2019","Kurnell","iNat"
"Diploprion bifasciatum",1,"2019","Clifton Gardens","iNat"
"Chaetodon auriga",1,"2019","Clifton Gardens","iNat"
"Eocallionymus papilio",1,"2019","Clifton Gardens","iNat"
"Gymnothorax prasinus",1,"2019","Shelly Beach","iNat"
"Girella elevata",1,"2019","Shelly Beach","iNat"
"Platycephalus fuscus",1,"2019","Gordons Bay","iNat"
"Upeneichthys lineatus",1,"2019","Shiprock","iNat"
"Sufflamen fraenatum",1,"2019","Shelly Beach","iNat"
"Eubalichthys mosaicus",1,"2019","Bare Island","iNat"
"Cochleoceps orientalis",1,"2019","Bare Island","iNat"
"Paracaesio xanthura",1,"2018","Kurnell","iNat"
"Atherinomorus vaigiensis",1,"2019","Camp Cove","iNat"
"Microcanthus strigatus",1,"2019","Bare Island","iNat"
"Trachinops taeniatus",1,"2019","Bare Island","iNat"
"Naso unicornis",1,"2019","Shelly Beach","iNat"
"Heterodontus portusjacksoni",1,"2019","Bare Island","iNat"
"Pseudorhombus arsius",1,"2019","Clifton Gardens","iNat"
"Prionurus microlepidotus",1,"2019","Shelly Beach","iNat"
"Pictilabrus laticlavius",1,"2019","Bare Island","iNat"
"Acanthopagrus australis",1,"2019","Clifton Gardens","iNat"
"Orectolobus halei",1,"2019","Oak Park","iNat"
"Plagiotremus tapeinosoma",1,"2019","Shiprock","iNat"
"Chromis nitida",1,"2019","Shiprock","iNat"
"Meuschenia freycineti",1,"2019","Shiprock","iNat"
"Ostorhinchus limenus",1,"2019","Kurnell","iNat"
"Abudefduf vaigiensis",1,"2019","Oak Park","iNat"
"Paraplesiops bleekeri",1,"2019","Bare Island","iNat"
"Acanthurus dussumieri",1,"2019","Shelly Beach","iNat"
"Torquigener pleurogramma",1,"2019","Shelly Beach","iNat"
"Naso annulatus",1,"2019","Shelly Beach","iNat"
"Hippocampus whitei",1,"2019","Kurnell","iNat"
"Hippocampus abdominalis",1,"2019","Bare Island","iNat"
"Centropogon australis",1,"2019","Clifton Gardens","iNat"
"Pictilabrus laticlavius",1,"2019","Kurnell","iNat"
"Upeneus australiae",1,"2019","Shiprock","iNat"
"Festucalex cinctus",1,"2019","Camp Cove","iNat"
"Mecaenichthys immaculatus",1,"2019","Camp Cove","iNat"
"Trachyrhamphus bicoarctatus",1,"2019","Bare Island","iNat"
"Festucalex cinctus",1,"2019","Bare Island","iNat"
"Brachaelurus waddi",1,"2019","Gordons Bay","iNat"
"Carcharias taurus",1,"2019","Shelly Beach","iNat"
"Heterodontus portusjacksoni",1,"2019","Shelly Beach","iNat"
"Heterodontus galeatus",1,"2019","Shelly Beach","iNat"
"Trachichthys australis",1,"2019","Shelly Beach","iNat"
"Antennarius pictus",1,"2019","Kurnell","iNat"
"Cnidoglanis macrocephalus",1,"2019","Oak Park","iNat"
"Stigmatopora nigra",1,"2019","Clifton Gardens","iNat"
"Urocampus carinirostris",1,"2019","Clifton Gardens","iNat"
"Squatina australis",1,"2019","Shelly Beach","iNat"
"Synodus dermatogenys",1,"2019","Shelly Beach","iNat"
"Hypoplectrodes maccullochi",1,"2019","Kurnell","iNat"
"Heteroscarus acroptilus",1,"2018","Bare Island","iNat"
"Nemadactylus douglasii",1,"2019","Bare Island","iNat"
"Bathytoshia brevicaudata",1,"2019","Shelly Beach","iNat"
"Chelmonops truncatus",1,"2019","Shelly Beach","iNat"
"Trachurus novaezelandiae",1,"2019","Clifton Gardens","iNat"
"Ophthalmolepis lineolata",1,"2019","Kurnell","iNat"
"Parapercis ramsayi",1,"2019","Camp Cove","iNat"
"Tetractenos hamiltoni",1,"2019","Camp Cove","iNat"
"Oxycheilinus bimaculatus",1,"2019","Clifton Gardens","iNat"
"Heterodontus galeatus",1,"2018","Shiprock","iNat"
"Platycephalus fuscus",1,"2019","Shiprock","iNat"
"Schuettea scalaripinnis",1,"2019","Bare Island","iNat"
"Notolabrus gymnogenis",1,"2019","Kurnell","iNat"
"Pseudorhombus jenynsii",1,"2019","Clifton Gardens","iNat"
"Priolepis nuchifasciata",1,"2019","Clifton Gardens","iNat"
"Paracaesio xanthura",1,"2019","Oak Park","iNat"
"Hemitrygon fluviorum",1,"2019","Shelly Beach","iNat"
"Maroubra perserrata",1,"2019","Kurnell","iNat"
"Cheilodactylus vestitus",1,"2019","Bare Island","iNat"
"Mecaenichthys immaculatus",1,"2019","Kurnell","iNat"
"Chromis margaritifer",1,"2019","Shelly Beach","iNat"
"Heterodontus galeatus",1,"2019","Kurnell","iNat"
"Pempheris multiradiata",1,"2019","Shelly Beach","iNat"
"Plagiotremus tapeinosoma",1,"2019","Shelly Beach","iNat"
"Bathytoshia brevicaudata",1,"2019","Gordons Bay","iNat"
"Seriola lalandi",1,"2019","Gordons Bay","iNat"
"Enoplosus armatus",1,"2019","Gordons Bay","iNat"
"Centropogon australis",1,"2019","Bare Island","iNat"
"Dendrochirus brachypterus",1,"2019","Camp Cove","iNat"
"Parma microlepis",1,"2019","Kurnell","iNat"
"Gymnothorax prasinus",1,"2019","Kurnell","iNat"
"Thysanophrys cirronasa",1,"2019","Kurnell","iNat"
"Heterodontus portusjacksoni",1,"2019","Gordons Bay","iNat"
"Eupetrichthys angustipes",1,"2019","Clifton Gardens","iNat"
"Meuschenia freycineti",1,"2018","Bare Island","iNat"
"Dinolestes lewini",1,"2018","Shiprock","iNat"
"Tetractenos glaber",1,"2018","Bare Island","iNat"
"Austrolabrus maculatus",1,"2019","Bare Island","iNat"
"Upeneus australiae",1,"2019","Kurnell","iNat"
"Scorpis lineolata",1,"2019","Gordons Bay","iNat"
"Ambassis jacksoniensis",1,"2019","Clifton Gardens","iNat"
"Gymnothorax cribroris",1,"2019","Clifton Gardens","iNat"
"Acanthaluteres spilomelanurus",1,"2019","Clifton Gardens","iNat"
"Schuettea scalaripinnis",1,"2019","Clifton Gardens","iNat"
"Meuschenia freycineti",1,"2019","Bare Island","iNat"
"Aspidontus dussumieri",1,"2019","Shelly Beach","iNat"
"Macropharyngodon meleagris",1,"2019","Shelly Beach","iNat"
"Scorpaenodes evides",1,"2019","Bare Island","iNat"
"Halichoeres nebulosus",1,"2019","Bare Island","iNat"
"Parapercis ramsayi",1,"2019","Bare Island","iNat"
"Notolabrus gymnogenis",1,"2019","Clifton Gardens","iNat"
"Scobinichthys granulatus",1,"2019","Bare Island","iNat"
"Urolophus kapalensis",1,"2019","Gordons Bay","iNat"
"Favonigobius lentiginosus",1,"2019","Camp Cove","iNat"
"Urolophus kapalensis",1,"2019","Camp Cove","iNat"
"Scobinichthys granulatus",1,"2019","Gordons Bay","iNat"
"Lotella rhacina",1,"2019","Gordons Bay","iNat"
"Cochleoceps orientalis",1,"2019","Clifton Gardens","iNat"
"Nelusetta ayraud",1,"2019","Oak Park","iNat"
"Enneapterygius atrogulare",1,"2019","Oak Park","iNat"
"Porophryne erythrodactylus",1,"2019","Bare Island","iNat"
"Maroubra perserrata",1,"2019","Bare Island","iNat"
"Heraldia nocturna",1,"2019","Bare Island","iNat"
"Cochleoceps orientalis",1,"2019","Oak Park","iNat"
"Favonigobius lentiginosus",1,"2019","Clifton Gardens","iNat"
"Heterodontus galeatus",1,"2019","Gordons Bay","iNat"
"Vanacampus margaritifer",1,"2019","Bare Island","iNat"
"Enneapterygius atrogulare",1,"2019","Clifton Gardens","iNat"
"Eupetrichthys angustipes",1,"2019","Camp Cove","iNat"
"Cleidopus gloriamaris",1,"2019","Clifton Gardens","iNat"
"Schuettea scalaripinnis",1,"2019","Camp Cove","iNat"
"Heraldia nocturna",1,"2019","Kurnell","iNat"
"Soleichthys microcephalus",1,"2019","Camp Cove","iNat"
"Platycephalus fuscus",1,"2019","Camp Cove","iNat"
"Trygonoptera testacea",1,"2019","Camp Cove","iNat"
"Acanthopagrus australis",1,"2019","Camp Cove","iNat"
"Brachaelurus waddi",1,"2019","Shelly Beach","iNat"
"Upeneichthys vlamingii",1,"2019","Shelly Beach","iNat"
"Hypnos monopterygius",1,"2019","Shelly Beach","iNat"
"Nemadactylus douglasii",1,"2019","Gordons Bay","iNat"
"Orectolobus maculatus",1,"2019","Shiprock","iNat"
"Parma polylepis",1,"2019","Oak Park","iNat"
"Achoerodus viridis",1,"2019","Shiprock","iNat"
"Tetractenos glaber",1,"2019","Gordons Bay","iNat"
"Urolophus kapalensis",1,"2019","Clifton Gardens","iNat"
"Rhabdosargus sarba",1,"2019","Bare Island","iNat"
"Nemadactylus douglasii",1,"2019","Oak Park","iNat"
"Canthigaster callisterna",1,"2019","Kurnell","iNat"
"Cochleoceps orientalis",1,"2019","Kurnell","iNat"
"Aspidontus dussumieri",1,"2019","Oak Park","iNat"
"Chironemus marmoratus",1,"2019","Oak Park","iNat"
"Allomycterus pilatus",1,"2019","Gordons Bay","iNat"
"Nelusetta ayraud",1,"2019","Clifton Gardens","iNat"
"Platycephalus fuscus",1,"2019","Clifton Gardens","iNat"
"Heterodontus portusjacksoni",1,"2019","Clifton Gardens","iNat"
"Trygonoptera testacea",1,"2019","Oak Park","iNat"
"Plotosus lineatus",1,"2019","Kurnell","iNat"
"Anoplocapros inermis",1,"2019","Shelly Beach","iNat"
"Parablennius intermedius",1,"2019","Clifton Gardens","iNat"
"Stethojulis bandanensis",1,"2019","Shelly Beach","iNat"
"Fistularia commersonii",1,"2019","Clifton Gardens","iNat"
"Pempheris affinis",1,"2019","Gordons Bay","iNat"
"Scorpaenodes evides",1,"2019","Clifton Gardens","iNat"
"Pentaceropsis recurvirostris",1,"2019","Clifton Gardens","iNat"
"Dicotylichthys punctulatus",1,"2019","Clifton Gardens","iNat"
"Anampses neoguinaicus",1,"2019","Shelly Beach","iNat"
"Enoplosus armatus",1,"2019","Clifton Gardens","iNat"
"Aspasmogaster costata",1,"2019","Clifton Gardens","iNat"
"Cirrhitichthys aprinus",1,"2019","Clifton Gardens","iNat"
"Atypichthys strigatus",1,"2019","Clifton Gardens","iNat"
"Hypoplectrodes nigroruber",1,"2019","Clifton Gardens","iNat"
"Trinorfolkia clarkei",1,"2019","Clifton Gardens","iNat"
"Scorpaena papillosa",1,"2019","Clifton Gardens","iNat"
"Cnidoglanis macrocephalus",1,"2018","Camp Cove","iNat"
"Hypoplectrodes nigroruber",1,"2019","Gordons Bay","iNat"
